user_id,cluster
6390362,4
6392972,0
6393032,9
6398252,3
6401082,0
6417552,0
6418922,0
6424562,0
6428532,0
6429252,0
6430402,0
6433312,0
6433472,0
6440562,3
6443852,8
6444282,0
6446772,9
6448552,0
6450122,0
6450482,6
6450622,1
6461462,7
6463042,6
6472452,2
6473022,0
6474082,0
6479682,0
6481902,4
6482142,0
6485832,0
6486132,0
6488372,0
6489102,4
6490182,0
6499262,4
6509832,1
6529442,9
6529512,0
6529922,0
6531902,0
6559052,0
6566202,0
6566922,0
6570242,0
6580122,0
6594442,0
6595682,0
6597892,0
6600422,0
6600882,2
6602982,0
6604072,0
6605792,1
6606662,0
6608642,9
6620662,0
6621852,3
6628702,0
6629072,0
6629742,4
6635452,0
6639002,5
6639492,0
6645222,0
6646922,6
6647862,0
6652682,8
6653022,0
6655612,1
6669612,6
6674632,0
6681532,8
6689672,0
6699552,0
6699732,8
6705042,1
6708572,0
6708812,0
6721522,0
6724252,0
6727802,0
6730222,0
6733412,0
6736752,2
6738522,5
6741892,0
6742412,4
6751172,9
6753322,0
6754532,0
6754922,4
6761542,0
6767112,0
6775962,0
6778692,2
6780702,0
6785492,0
6789132,0
6791062,0
6792632,0
6794502,0
6798482,0
6801772,0
6804262,0
6810562,0
6816692,0
6830032,0
6842112,0
6855712,0
6860852,0
6868162,1
6873812,0
6879522,3
6889182,2
6892002,0
6899052,0
6902672,0
6904552,0
6935722,2
6947092,0
6948322,3
6950612,4
6953742,0
6958752,0
6959082,2
6962852,0
6967252,0
6967392,0
6967942,0
6978172,2
6979102,2
6981912,0
6985342,0
6987882,3
6988992,0
6992692,0
7001342,0
7001592,0
7017072,5
7017182,0
7017682,0
7019512,7
7019732,0
7020802,0
7025472,4
7027112,3
7030682,4
7030722,0
7036002,7
7040692,0
7058252,0
7059772,0
7060492,8
7074132,5
7074272,5
7077362,0
7080552,0
7094562,0
7125512,2
7125992,6
7138022,3
7138302,0
7138372,5
7144882,0
7151532,2
7154912,0
7155942,0
7160422,5
7160892,0
7166582,0
7168022,0
7170122,0
7171972,0
7179562,0
7182222,0
7183282,0
7188332,0
7189602,0
7207022,0
7211982,2
7213362,0
7214092,0
7214972,0
7226062,8
7227662,0
7238102,0
7243782,9
7251222,0
7253402,2
7258002,0
7259302,0
7261272,0
7261292,0
7264872,0
7267552,0
7268412,8
7268572,2
7269982,0
7276862,0
7277142,2
7278812,0
7280142,0
7287152,1
7293112,0
7296892,2
7301572,0
7302062,0
7304322,2
7306602,5
7309052,4
7313362,0
7317992,2
7321162,0
7322492,0
7329352,2
7332022,5
7334712,0
7335172,0
7336042,0
7349062,4
7352782,5
7361792,8
7362602,3
7365702,2
7374752,0
7376102,0
7378572,0
7380322,0
7381892,0
7382632,6
7383212,0
7392352,0
7393552,0
7397572,0
7402662,0
7406262,2
7406862,0
7412392,0
7415132,0
7421992,3
7424642,0
7429102,0
7431092,9
7433242,3
7434982,0
7435562,3
7438552,3
7439332,0
7446972,0
7448322,0
7448892,0
7455352,0
7456502,0
7457252,0
7458942,0
7459182,0
7461682,0
7462462,2
7465732,0
7474622,0
7476762,4
7477752,0
7479182,0
7480172,0
7482442,4
7487922,0
7489332,0
7490612,2
7496052,0
7496742,0
7502692,0
7508212,2
7510172,0
7511002,6
7512842,0
7517052,2
7517222,1
7518772,3
7521532,0
7528652,0
7530762,9
7537892,0
7546772,2
7548732,0
7555042,0
7555262,2
7560472,0
7560662,0
7560932,1
7562372,0
7563132,0
7564312,0
7568942,0
7570172,0
7580562,0
7587032,1
7591102,8
7591252,0
7591572,0
7594392,0
7595302,0
7597712,0
7601492,0
7605812,0
7610792,0
7613582,0
7614152,0
7618252,0
7619902,0
7619982,0
7633012,0
7633362,2
7648262,0
7653792,0
7655582,0
7656962,3
7661462,0
7663592,2
7663702,2
7666932,0
7667042,0
7669762,0
7684882,2
7694452,0
7696332,4
7702542,0
7703052,2
7703552,9
7703832,0
7706602,0
7707392,0
7709912,1
7712832,0
7713202,0
7716692,8
7720882,2
7722022,3
7722642,0
7738262,2
7739222,1
7741332,0
7741672,0
7743912,0
7744592,1
7749522,2
7749652,0
7751612,0
7753612,0
7756672,0
7758542,3
7762472,0
7765802,0
7766032,0
7768402,0
7768632,0
7770342,0
7771842,5
7776962,0
7780982,2
7781482,5
7782442,3
7788922,1
7789282,0
7790272,0
7792302,5
7794142,0
7804242,0
7805592,6
7807292,9
7812462,2
7813382,0
7816702,9
7816912,0
7825922,0
7826502,5
7848802,0
7848832,0
7850072,6
7852612,0
7853262,0
7857422,0
7858302,6
7860822,0
7861792,0
7863872,8
7867072,0
7867432,9
7869822,2
7871422,4
7872092,0
7881152,3
7881742,0
7888682,0
7888782,0
7895652,2
7896912,0
7899342,6
7900962,0
7905512,5
7906172,0
7907662,8
7911232,0
7911642,0
7915492,0
7916972,1
7931022,0
7932042,0
7940822,0
7950832,0
7952522,2
7955072,3
7956142,0
7957942,0
7960972,8
7962452,0
7964842,0
7968152,0
7972552,0
7973972,2
7974682,9
7983722,3
7984722,0
7993062,0
7994322,0
7995382,9
7998482,8
8000812,5
8001352,9
8006412,0
8006742,0
8009932,4
8016342,2
8020532,5
8024052,0
8029362,0
8039622,0
8044112,0
8044712,0
8052652,2
8054102,0
8057912,8
8062262,0
8062702,0
8063712,0
8069492,3
8071902,0
8072532,2
8083542,0
8086472,2
8090562,0
8094352,0
8094992,0
8096232,0
8108772,0
8109522,0
8119222,2
8123652,0
8124952,0
8143582,0
8143872,2
8145252,9
8149892,6
8153712,0
8159952,0
8160872,0
8162322,0
8170292,1
8170712,0
8176352,0
8182152,6
8182182,0
8185152,6
8186552,0
8189292,0
8189622,0
8192142,0
8197942,0
8200902,0
8203342,0
8205892,0
8206032,0
8209832,3
8212042,0
8215672,0
8216772,0
8220582,2
8226902,0
8228652,2
8231092,0
8235612,0
8239652,0
8242152,0
8249162,0
8262182,0
8268562,4
8270202,4
8273882,0
8276812,0
8277632,6
8293702,2
8296432,1
8303022,0
8307472,5
8307912,0
8317952,1
8317992,0
8320742,2
8325982,9
8332612,0
8337022,2
8339122,0
8344262,0
8349572,0
8369312,0
8369892,9
8371912,0
8378902,0
8381832,0
8395482,0
8404572,0
8406952,6
8408262,0
8417312,0
8418182,3
8422242,0
8431352,0
8431652,0
8432292,0
8435572,3
8442262,0
8446492,0
8447352,0
8447532,7
8448722,0
8450792,0
8452762,2
8453452,0
8462852,3
8470842,0
8470852,9
8470932,4
8472082,0
8475532,2
8475762,0
8493372,0
8508602,0
8519732,2
8526952,0
8528652,3
8535862,3
8554542,8
8556552,8
8566352,0
8568192,0
8575362,0
8603062,8
8609362,0
8609982,2
8614572,0
8615772,0
8619542,5
8619832,5
8622212,0
8623332,0
8627002,3
8637082,0
8642882,0
8643732,0
8646852,3
8651552,0
8658482,0
8664742,8
8665662,1
8666162,0
8668432,4
8668862,3
8680922,0
8685652,0
8690902,2
8701682,0
8705472,0
8707402,0
8714982,0
8716442,0
8719302,0
8729092,0
8731312,2
8734312,2
8736882,0
8739282,0
8743302,2
8749682,6
8753672,0
8756502,2
8764292,3
8766702,2
8766952,3
8777642,0
8780622,2
8783842,0
8786602,0
8792192,3
8793352,0
8795772,0
8799792,0
8805882,2
8811632,2
8815622,0
8821742,0
8824552,6
8830422,0
8836652,2
8839632,0
8841772,2
8843122,0
8847832,2
8854182,1
8854622,0
8859092,0
8859482,2
8861752,0
8864512,0
8878312,0
8878922,0
8880952,0
8903332,0
8905622,0
8906802,8
8925982,0
8928302,0
8933142,0
8935172,0
8938652,2
8940342,0
8942262,2
8946192,9
8952542,0
8953122,3
8956052,0
8959002,0
8959862,8
8961522,0
8962112,0
8973062,0
8973142,0
8990852,0
9003482,2
9003842,0
9020362,0
9037192,3
9037302,0
9039792,0
9047342,0
9057622,5
9058802,5
9059292,1
9063952,0
9065232,0
9074792,0
9075622,0
9095912,1
9097242,0
9109312,9
9117182,0
9118502,0
9121582,0
9130422,6
9130702,9
9137872,0
9141802,8
9151572,4
9162862,2
9166162,0
9173302,0
9173572,0
9179432,0
9197562,0
9202882,0
9209472,0
9218762,7
9229672,0
9229732,0
9235712,3
9235982,2
9245812,0
9246032,0
9248352,0
9252212,0
9259452,3
9263052,0
9263512,0
9263952,0
9265962,0
9271172,0
9271902,0
9272142,0
9272752,2
9273802,3
9275292,0
9275372,0
9276502,0
9279342,0
9279912,3
9280862,0
9283282,0
9284762,6
9290802,3
9295212,2
9296352,4
9300262,4
9306542,0
9316892,0
9322332,0
9322472,0
9323952,0
9332402,0
9335232,0
9335362,2
9336242,6
9339222,0
9343272,0
9351452,2
9359232,1
9362352,6
9364272,0
9369062,1
9372732,2
9376172,0
9376622,8
9383422,0
9395262,5
9407832,5
9410952,5
9414182,0
9419482,0
9423992,0
9427572,0
9429482,0
9430132,0
9434022,9
9458522,0
9461562,0
9469462,0
9470432,0
9473222,0
9475502,2
9477822,2
9479252,0
9483942,9
9485202,0
9486202,5
9490162,0
9492592,0
9499992,2
9505832,9
9507342,0
9510832,3
9512402,0
9513912,2
9521212,0
9521272,0
9522672,0
9525702,0
9532792,0
9533812,0
9542972,2
9544952,0
9545002,1
9549942,0
9553472,8
9554402,0
9557922,0
9560342,2
9562092,9
9563882,0
9567972,1
9569412,0
9572762,4
9573062,0
9588972,0
9590262,0
9598442,0
9601512,0
9605212,0
9605422,0
9606962,0
9609582,0
9609632,0
9610442,0
9611372,0
9616062,0
9624742,1
9625592,0
9627102,0
9629752,0
9634812,0
9637422,0
9643402,5
9648452,1
9648652,0
9648662,0
9650722,0
9651842,8
9655282,7
9657882,0
9669102,0
9670622,0
9677372,0
9681682,0
9689052,0
9689152,0
9689662,0
9692612,0
9695312,0
9713982,0
9715012,0
9717222,8
9717322,0
9717342,1
9719832,0
9721292,0
9726032,0
9727332,0
9734552,0
9737232,0
9739202,8
9741612,0
9741842,9
9744332,0
9744672,6
9749692,0
9757042,0
9762112,0
9763482,0
9770772,2
9773412,0
9777482,8
9782022,0
9782032,0
9783422,7
9786032,3
9788562,0
9788972,3
9796582,4
9798962,0
9801642,3
9802572,0
9802642,0
9803552,2
9804402,0
9806742,0
9812262,8
9820002,3
9820242,0
9830752,1
9834082,0
9834692,0
9835142,0
9836992,4
9843222,3
9843332,0
9853212,0
9855382,0
9855472,3
9858752,0
9862752,0
9864112,0
9864482,0
9866582,0
9874942,0
9875912,0
9877172,0
9890492,0
9890802,0
9893842,0
9899992,0
9900812,2
9906832,0
9907172,0
9908282,0
9909102,3
9909452,0
9913872,0
9918832,0
9918992,0
9923162,0
9923672,0
9927602,0
9927902,0
9928072,5
9930912,2
9933152,0
9937122,0
9944552,0
9948722,3
9949772,0
9952002,6
9954032,0
9956402,0
9972402,9
9975452,3
9979162,0
9979202,0
9983292,2
9984302,0
10007112,0
10013512,0
10018652,0
10020552,2
10025982,0
10028892,0
10030892,0
10035952,0
10037332,0
10038842,0
10039022,0
10041612,0
10041942,0
10048512,0
10051822,0
10056842,3
10069612,3
10071422,5
10076902,0
10082812,2
10084232,0
10086382,2
10089852,0
10090232,2
10101572,1
10101742,0
10102142,0
10102262,0
10108422,2
10117872,0
10117892,0
10118982,2
10121422,2
10138662,0
10153432,0
10153512,0
10155692,0
10164542,0
10165452,0
10168082,0
10178852,9
10186662,0
10187072,4
10202192,0
10202342,0
10207502,0
10209222,0
10212582,0
10215212,2
10221312,0
10222202,0
10222282,2
10222862,0
10228302,2
10235502,0
10236782,2
10251782,0
10252962,0
10257342,0
10257602,4
10267882,0
10277922,4
10278562,0
10278592,3
10279682,0
10285952,0
10287602,4
10295082,9
10316782,0
10318772,0
10323112,0
10333672,2
10334342,3
10336942,2
10343942,5
10345092,6
10347672,0
10370192,0
10370602,0
10372292,0
10379372,0
10380732,0
10386152,0
10387152,2
10395692,1
10397192,5
10399932,0
10400902,0
10403562,2
10408142,0
10409622,0
10413552,0
10414332,2
10420662,0
10426782,0
10429292,0
10430402,0
10433822,1
10448062,6
10448772,2
10449602,0
10451672,2
10454222,5
10458482,0
10460662,2
10477302,0
10477772,2
10480592,0
10482452,0
10497102,0
10499682,6
10501752,2
10501812,0
10507282,0
10540862,0
10548272,0
10569882,0
10571042,0
10582922,1
10583042,0
10583972,0
10591132,9
10605462,0
10613072,0
10617542,0
10618512,0
10621932,0
10633562,5
10639602,0
10643652,8
10646942,0
10648962,4
10649692,0
10652382,0
10662582,0
10667732,0
10671602,2
10682742,0
10685542,0
10691752,0
10693062,5
10696392,5
10697522,0
10715262,0
10715342,0
10715412,0
10722372,0
10728582,0
10731052,0
10738682,8
10744352,0
10748682,0
10753312,0
10760382,0
10760422,0
10768282,1
10774082,0
10774652,4
10776252,0
10776942,0
10777742,8
10778572,0
10781252,3
10782652,0
10783522,0
10791192,3
10797492,2
10802042,0
10803842,0
10809412,0
10812972,0
10813652,0
10819362,1
10828902,0
10836362,0
10845722,0
10848752,0
10855182,0
10860332,0
10872822,0
10872992,0
10874182,2
10876852,0
10878852,0
10879102,0
10890632,0
10904832,2
10909162,0
10909702,2
10921712,2
10922942,0
10929352,0
10935232,0
10946382,5
10946412,0
10950092,2
10950722,0
10953552,2
10955042,1
10957312,5
10971102,0
10971502,0
10982522,1
10983432,0
10986652,1
10992962,0
10995592,0
11001222,0
11008182,0
11025592,0
11054472,0
11066612,3
11067082,8
11069152,6
11069462,0
11070272,2
11078222,7
11090152,5
11092292,3
11092352,0
11093592,0
11107512,0
11120172,0
11120662,9
11127192,0
11134252,9
11137092,0
11141732,0
11143032,0
11143352,0
11148942,0
11152852,0
11159072,1
11161852,0
11163312,2
11167072,2
11169862,0
11175112,0
11177042,2
11177172,2
11181492,0
11188632,0
11189732,2
11202562,0
11203972,5
11204932,0
11206882,0
11211372,0
11234252,8
11237512,0
11244372,0
11248302,2
11254852,2
11255812,6
11256612,0
11256622,0
11256722,0
11261702,0
11263482,0
11265412,0
11265832,0
11270742,2
11271202,0
11271382,0
11279512,4
11282612,0
11282622,0
11283642,4
11295352,0
11296122,0
11314672,0
11319582,0
11322772,0
11333892,0
11335322,2
11342502,0
11342812,0
11344472,0
11347122,0
11353452,0
11375732,0
11384102,0
11390302,0
11390532,0
11394562,0
11397752,0
11413172,0
11418322,0
11423952,0
11431072,0
11432382,9
11432912,8
11435642,0
11435832,0
11438262,2
11442262,0
11443182,0
11453112,0
11458102,0
11466702,2
11471482,8
11472052,0
11472702,0
11486182,0
11491782,0
11492212,0
11502092,0
11512012,0
11516562,1
11517152,8
11522462,0
11537282,0
11545652,0
11553612,0
11554522,3
11556552,0
11559032,0
11560482,0
11571032,1
11572242,0
11578732,0
11580572,0
11584622,0
11586452,0
11588872,9
11594432,0
11605822,0
11609152,0
11611052,8
11611902,0
11612722,0
11614352,0
11615132,0
11616202,9
11621822,8
11622392,0
11634242,0
11640472,9
11641032,0
11652382,0
11654672,1
11659232,0
11659722,4
11662942,8
11667202,0
11670102,0
11670872,0
11673252,0
11674792,6
11677062,0
11685942,0
11687302,0
11688082,0
11696382,0
11696432,0
11699772,0
11700672,0
11721652,0
11721732,0
11723252,1
11724882,5
11729292,0
11730852,2
11731322,0
11731592,0
11737492,0
11740672,3
11740792,0
11744152,8
11747492,0
11750852,0
11757792,0
11763132,0
11765832,1
11766252,0
11768142,0
11769112,0
11769862,3
11771512,0
11776292,2
11776312,1
11777842,2
11782232,4
11783502,0
11785982,0
11806082,0
11808172,0
11815882,0
11827842,5
11835232,5
11841652,0
11845502,3
11849112,0
11853712,0
11855772,1
11856032,8
11856342,0
11856422,0
11856892,5
11856932,0
11866582,0
11875482,0
11880452,3
11883722,0
11884102,0
11885512,0
11891962,0
11892102,0
11896292,3
11897552,2
11897912,0
11908812,0
11914012,0
11915272,9
11917102,0
11918032,0
11918442,0
11926442,0
11946382,0
11947342,0
11948882,3
11954462,8
11958232,0
11961362,0
11966392,0
11984902,0
11991832,3
11994972,9
11998942,0
12004852,0
12006852,0
